player;minutes;Pases;Shot_Assist;Assist;Centros_Area;Porc_Pase;Regates_Int;Regates_Comp;Recuperaciones;Despejes;Perdidas;Errores;Tiros;xG_per_90;Goles;position;Pases_perc;Shot_Assist_perc;Assist_perc;Centros_Area_perc;Porc_Pase_perc;Regates_Int_perc;Regates_Comp_perc;Recuperaciones_perc;Despejes_perc;Tiros_perc;xG_per_90_perc;Goles_perc;Perdidas_perc;Errores_perc
Sebastian Rudy;1823;47.591881513987936;0.9380142622051564;0.0493691716950082;0.6417992320351069;77.59336099585063;1.2835984640702138;0.6417992320351069;5.628085573230939;1.1848601206801974;0.9380142622051564;0.0;0.6911684037301151;0.054288735255074;0.0987383433900164;MF;58.240223463687144;75.63576702214931;14.468629961587707;53.680727874276265;39.80446927374302;48.35318850735809;43.64406779661017;71.71787709497207;37.76223776223777;40.294323756131746;42.32655921513665;45.45454545454546;55.61797752808988;0.0
Kevin Volland;2726;30.407190022010276;1.1555392516507703;0.231107850330154;3.070432868672047;59.17480998914224;3.070432868672047;1.6177549523110786;4.622157006603081;0.49523110785033014;3.103448275862069;0.0;2.0799706529713866;0.2932100754827585;0.264123257520176;FW;16.06145251396648;82.93683347005744;67.22151088348271;95.03722084367246;0.8379888268156424;84.44288717589347;84.18079096045197;46.71787709497207;13.706293706293707;79.18710581639803;88.2270497547302;77.27272727272728;5.126404494382015;0.0
Mark Uth;1400;24.942857142857143;0.9;0.0642857142857142;0.5785714285714285;75.0;2.4428571428571426;1.0285714285714285;3.6642857142857146;0.6428571428571428;1.8;0.0;2.1214285714285714;0.3537614516785715;0.5142857142857142;FW;7.541899441340782;74.11812961443808;23.5595390524968;50.62034739454094;28.5963687150838;76.17379117028732;64.12429378531074;22.695530726256983;21.18881118881119;79.88787666433076;92.01121233356692;94.31818181818183;28.51123595505618;0.0
Nadiem Amiri;1459;38.86223440712817;1.912268677176148;0.2467443454420836;1.4187799862919808;73.80952380952381;3.5161069225496915;1.6655243317340644;6.16860863605209;0.4318026045236463;2.4674434544208363;0.0;2.2823851953392733;0.1431251571034955;0.2467443454420836;MF;33.93854748603352;95.15996718621822;69.97439180537772;76.59222497932176;23.812849162011172;88.64751226348983;85.02824858757063;82.54189944134077;11.748251748251748;83.74211632796076;70.3573931324457;74.43181818181819;14.185393258426956;0.0
Eugen Polanski;1757;46.05008537279454;0.7171314741035857;0.153671030165054;0.4097894137734775;78.53170189098999;1.2293682413204323;0.8195788275469551;6.044393853158794;1.7416050085372796;1.0756972111553784;0.0512236767216846;1.2293682413204323;0.0806518460028457;0.0512236767216846;MF;53.28212290502793;65.62756357670222;55.9539052496799;45.49214226633582;43.92458100558659;46.39103013314646;54.09604519774011;80.09776536312849;50.13986013986014;60.05606166783462;55.71128241065171;14.204545454545455;50.07022471910112;42.27642276422765
Pirmin Schwegler;1416;47.22457627118644;0.5720338983050848;0.0;0.3813559322033898;81.29205921938089;0.826271186440678;0.4449152542372881;4.258474576271187;2.1610169491525424;0.7627118644067796;0.0;0.4449152542372881;0.0287083078601694;0.0;MF;57.12290502793296;58.81870385561936;0.0;44.25144747725393;55.237430167597765;33.35669236159776;31.073446327683616;38.40782122905028;57.41258741258741;23.68605466012614;23.545900490539594;0.0;63.97471910112359;0.0
Ermin Bičakčić;1620;42.22222222222222;0.1111111111111111;0.0;0.0555555555555555;84.47368421052632;0.2222222222222222;0.1111111111111111;2.8888888888888893;7.222222222222221;0.0555555555555555;0.0;0.4444444444444444;0.054231488;0.0;DF;42.807262569832396;21.00082034454471;0.0;9.429280397022334;66.62011173184356;7.988787666433076;4.661016949152542;8.240223463687151;97.9020979020979;23.37070777855641;42.25648213034338;0.0;98.94662921348315;0.0
Pavel Kadeřábek;2227;42.23170184104176;0.4041311180960934;0.0404131118096093;1.899416255051639;72.91866028708134;0.7274360125729682;0.4041311180960934;2.9097440502918728;3.5159407274360124;0.7274360125729682;0.0;0.242478670857656;0.0139724544948361;0.0;DF;42.94692737430167;50.12305168170632;7.554417413572343;84.36724565756825;21.15921787709497;29.502452697967765;28.24858757062147;8.589385474860334;75.17482517482519;7.988787666433076;9.880868955851437;0.0;65.66011235955057;0.0
Tobias Strobl;2074;48.94889103182257;0.4339440694310511;0.0433944069431051;0.781099324975892;83.06737588652481;0.781099324975892;0.3471552555448409;3.9922854387656703;2.820636451301832;0.7377049180327869;0.0;0.4773384763741562;0.0228993886258437;0.0;MF;62.84916201117318;52.502050861361774;9.218950064020486;58.7262200165426;62.49999999999999;31.53468815697267;22.810734463276837;31.284916201117316;67.6923076923077;25.718290119131044;18.290119131044147;0.0;65.13342696629213;0.0
Thiago Alcântara do Nascimento;1663;86.04930847865303;1.7318099819603128;0.1623571858087793;0.8659049909801564;88.67924528301887;3.0306674684305475;2.2730006013229107;6.061334936861095;0.703547805171377;2.002405291641612;0.0;1.677690920024053;0.1420562501707757;0.1082381238725195;MF;99.16201117318435;93.0270713699754;57.74647887323943;62.11745244003309;76.18715083798882;84.02242466713385;93.22033898305085;80.5167597765363;23.776223776223777;70.0770847932726;70.00700770847932;47.159090909090914;23.806179775280896;0.0
Thomas Müller;2429;41.202140798682585;2.1119802387813915;0.1111568546727048;1.8896665294359816;77.24820143884892;1.8155619596541788;1.0745162618361466;2.9641827912721284;0.5928365582544257;2.2231370934540964;0.0;3.408810209962948;0.6228995671630301;0.7410456978180321;MF;40.22346368715083;96.63658736669402;43.79001280409731;84.11910669975187;38.33798882681564;63.4197617379117;66.59604519774011;9.497206703910614;19.020979020979023;96.77645409950946;99.01892081289418;98.86363636363637;18.11797752808988;0.0
Robert Lewandowski;2742;25.10940919037199;0.5251641137855579;0.0656455142231947;0.4266958424507658;80.65359477124183;1.739606126914661;0.9518599562363238;3.6433260393873086;0.6236323851203501;2.166301969365427;0.0328227571115973;4.890590809628009;0.8047799586105032;0.9846827133479212;FW;7.751396648044692;57.42411812961444;23.81562099871959;45.98842018196857;52.93296089385475;61.10721793973371;61.08757062146893;21.927374301675975;20.76923076923077;99.64961457603363;99.78976874562018;100.00000000000001;19.80337078651685;81.30081300813008
Douglas Costa de Souza;2054;48.9873417721519;1.5774099318403116;0.3943524829600779;4.995131450827653;73.70304114490162;5.082765335929893;2.5851996105160664;4.732229795520935;0.1314508276533593;2.234664070107108;0.0;2.804284323271665;0.140005313798442;0.175267770204479;MF;63.12849162011173;90.23789991796555;80.40973111395647;99.58643507030604;23.324022346368714;97.33707077785564;96.1864406779661;49.022346368715084;2.237762237762238;91.80098107918711;69.65662228451296;62.50000000000001;17.907303370786508;0.0
Arturo Erasmo Vidal Pardo;2132;85.56754221388368;1.7729831144465291;0.2110694183864915;0.8864915572232646;90.52787370498272;0.6332082551594747;0.3799249530956848;4.981238273921201;1.4352720450281424;0.8442776735459663;0.0;2.152908067542214;0.170435107739212;0.1688555347091932;MF;99.09217877094972;93.68334700574242;65.30089628681178;62.696443341604635;78.4217877094972;25.718290119131044;25.847457627118644;55.09776536312849;44.40559440559441;80.86895585143658;75.12263489838823;60.795454545454554;60.11235955056179;0.0
David Olatukunbo Alaba;2583;88.36236933797909;0.627177700348432;0.0;1.0801393728222997;92.66561514195584;0.4181184668989547;0.2439024390243902;5.7142857142857135;2.0557491289198606;0.3832752613240418;0.0348432055749128;0.975609756097561;0.0336881507142857;0.0348432055749128;DF;99.37150837988827;61.60787530762921;0.0;69.14805624483044;79.81843575418993;16.888577435178696;13.206214689265536;73.35893854748603;55.38461538461539;52.27750525578136;28.52137351086195;3.409090909090909;79.1432584269663;76.15176151761517
Javier Martínez Aginaga;1108;73.67328519855596;0.4061371841155234;0.0812274368231047;0.3249097472924188;90.29768467475192;0.1624548736462094;0.0;3.736462093862816;3.0054151624548737;0.5685920577617328;0.0;1.1371841155234657;0.1608903471119133;0.0812274368231047;DF;96.2290502793296;50.28712059064807;32.97055057618438;42.100909842845326;78.14245810055866;5.536089698668535;0.0;25.069832402234635;70.55944055944056;57.18290119131044;73.30063069376314;35.227272727272734;72.08567415730337;0.0
