player;minutes;Pases;Shot_Assist;Assist;Centros_Area;Porc_Pase;Regates_Int;Regates_Comp;Recuperaciones;Despejes;Perdidas;Errores;Tiros;xG_per_90;Goles;position;Pases_perc;Shot_Assist_perc;Assist_perc;Centros_Area_perc;Porc_Pase_perc;Regates_Int_perc;Regates_Comp_perc;Recuperaciones_perc;Despejes_perc;Tiros_perc;xG_per_90_perc;Goles_perc;Perdidas_perc;Errores_perc
Danijel Subašić;3240;26.972222222222225;0.0277777777777777;0.0;0.0;61.89495365602472;0.0833333333333333;0.0833333333333333;4.166666666666666;0.0;0.0277777777777777;0.0;0.0;0.0;0.0;GK;14.0;32.0;31.0;17.0;7.0;16.0;20.0;39.0;50.0;8.0;8.0;46.0;85.0;60.0
Jonas Lössl;3330;30.135135135135137;0.0;0.0;0.0;58.38565022421525;0.027027027027027;0.027027027027027;5.648648648648649;0.0;0.0;0.027027027027027;0.0;0.0;0.0;GK;22.0;16.0;31.0;17.0;4.0;14.0;17.0;72.0;50.0;8.0;8.0;46.0;92.0;19.0
Kevin Trapp;3015;26.179104477611936;0.0;0.0;0.0;85.29076396807298;0.0;0.0;3.044776119402985;0.0;0.0298507462686567;0.1194029850746268;0.0;0.0;0.0;GK;13.0;16.0;31.0;17.0;69.0;7.0;9.0;17.0;50.0;8.0;8.0;46.0;84.0;3.0
Alexandre Letellier;1530;27.705882352941178;0.1176470588235294;0.0;0.0;63.26963906581741;0.0;0.0;4.117647058823529;0.0;0.0;0.1176470588235294;0.0;0.0;0.0;GK;16.0;45.0;31.0;17.0;8.0;7.0;9.0;37.0;50.0;8.0;8.0;46.0;92.0;3.0
Laurent Pionnier;2250;27.28;0.08;0.0;0.04;59.09090909090909;0.04;0.04;5.08;0.0;0.0;0.0;0.0;0.0;0.0;GK;15.0;40.0;31.0;37.0;4.0;15.0;19.0;59.0;50.0;8.0;8.0;46.0;92.0;60.0
Alban Lafont;2234;27.7170993733214;0.0;0.0;0.0;52.32558139534884;0.0;0.0;5.478961504028648;0.0;0.0;0.0805729632945389;0.0;0.0;0.0;GK;16.0;16.0;31.0;17.0;2.0;7.0;9.0;68.0;50.0;8.0;8.0;46.0;92.0;6.0
Vincent Enyeama;3150;31.257142857142856;0.0285714285714285;0.0;0.0;62.43144424131627;0.0;0.0;5.085714285714285;0.0;0.0285714285714285;0.0285714285714285;0.0;0.0;0.0;GK;25.0;32.0;31.0;17.0;7.0;7.0;9.0;60.0;50.0;8.0;8.0;46.0;84.0;19.0
Rémy Vercoutre;3420;27.42105263157895;0.0;0.0;0.0;60.076775431861805;0.0263157894736842;0.0263157894736842;4.7368421052631575;0.0;0.0;0.0526315789473684;0.0;0.0;0.0;GK;16.0;16.0;31.0;17.0;5.0;14.0;17.0;51.0;50.0;8.0;8.0;46.0;92.0;10.0
Yoan Cardinale;2307;27.932379713914177;0.0;0.0;0.0;69.83240223463687;0.0390117035110533;0.0390117035110533;4.720416124837451;0.0;0.0;0.0;0.0;0.0;0.0;GK;17.0;16.0;31.0;17.0;20.0;15.0;18.0;51.0;50.0;8.0;8.0;46.0;92.0;60.0
Johny Placide;1619;30.29647930821495;0.0555898702903026;0.0;0.0;58.53211009174312;0.0;0.0;5.7257566399011735;0.0;0.0;0.1111797405806053;0.0;0.0;0.0;GK;22.0;37.0;31.0;17.0;4.0;7.0;9.0;73.0;50.0;8.0;8.0;46.0;92.0;4.0
Paul Bernardoni;1890;32.095238095238095;0.0476190476190476;0.0;0.0;51.48367952522255;0.0;0.0;5.619047619047619;0.0;0.0;0.0952380952380952;0.0;0.0;0.0;GK;27.0;36.0;31.0;17.0;2.0;7.0;9.0;71.0;50.0;8.0;8.0;46.0;92.0;5.0
Mouez Hassen;1138;26.652021089630928;0.0;0.0;0.0;58.45697329376854;0.0;0.0;4.349736379613357;0.0;0.0;0.0;0.0;0.0;0.0;GK;14.0;16.0;31.0;17.0;4.0;7.0;9.0;43.0;50.0;8.0;8.0;46.0;92.0;60.0
Ludovic Butelle;1710;28.26315789473684;0.0;0.0;0.0;66.29422718808193;0.0526315789473684;0.0526315789473684;5.263157894736842;0.0;0.0;0.0;0.0;0.0;0.0;GK;17.0;16.0;31.0;17.0;12.0;15.0;19.0;64.0;50.0;8.0;8.0;46.0;92.0;60.0
Marco Sportiello;3240;30.111111111111114;0.0;0.0;0.0;59.96309963099631;0.0277777777777777;0.0277777777777777;5.111111111111112;0.0;0.0277777777777777;0.0833333333333333;0.0;0.0;0.0;GK;22.0;16.0;31.0;17.0;5.0;14.0;18.0;60.0;50.0;8.0;8.0;46.0;85.0;6.0
Orestis Karnezis;3510;28.07692307692308;0.0;0.0;0.0;57.44292237442923;0.0;0.0;4.564102564102564;0.0;0.0;0.0;0.0;0.0;0.0;GK;17.0;16.0;31.0;17.0;3.0;7.0;9.0;48.0;50.0;8.0;8.0;46.0;92.0;60.0
Nicola Leali;3060;28.85294117647059;0.0;0.0;0.0;59.73496432212029;0.0;0.0;3.823529411764706;0.0;0.0;0.0588235294117647;0.0;0.0;0.0;GK;19.0;16.0;31.0;17.0;5.0;7.0;9.0;30.0;50.0;8.0;8.0;46.0;92.0;9.0
Daniele Padelli;3150;30.65714285714285;0.0;0.0;0.0;75.0232991612302;0.0571428571428571;0.0571428571428571;4.228571428571429;0.0;0.0;0.0;0.0;0.0;0.0;GK;24.0;16.0;31.0;17.0;35.0;15.0;19.0;40.0;50.0;8.0;8.0;46.0;92.0;60.0
José Manuel Reina Páez;3330;29.81081081081081;0.0;0.0;0.0;83.59020852221215;0.0;0.0;4.864864864864865;0.0;0.0;0.0;0.0;0.0;0.0;GK;21.0;16.0;31.0;17.0;64.0;7.0;9.0;54.0;50.0;8.0;8.0;46.0;92.0;60.0
Samir Handanovič;3240;27.33333333333333;0.0;0.0;0.0;76.52439024390245;0.0277777777777777;0.0;4.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;GK;15.0;16.0;31.0;17.0;40.0;14.0;9.0;43.0;50.0;8.0;8.0;46.0;92.0;60.0
Federico Marchetti;2547;28.939929328621908;0.0;0.0;0.0;72.77167277167277;0.0353356890459364;0.0353356890459364;5.088339222614841;0.0;0.0353356890459364;0.0;0.0;0.0;0.0;GK;19.0;16.0;31.0;17.0;28.0;15.0;18.0;60.0;50.0;8.0;8.0;46.0;84.0;60.0
Anton Ciprian Tătărușanu;3310;30.670694864048336;0.0;0.0;0.0;78.45744680851064;0.0271903323262839;0.0271903323262839;4.1057401812688825;0.0;0.0;0.0271903323262839;0.0;0.0;0.0;GK;24.0;16.0;31.0;17.0;47.0;14.0;17.0;37.0;50.0;8.0;8.0;46.0;92.0;19.0
Wojciech Szczęsny;3060;36.52941176470589;0.0;0.0;0.0;74.7181964573269;0.0588235294117647;0.0588235294117647;4.823529411764706;0.0;0.0;0.0;0.0;0.0;0.0;GK;38.0;16.0;31.0;17.0;34.0;16.0;19.0;53.0;50.0;8.0;8.0;46.0;92.0;60.0
Łukasz Skorupski;2880;27.6875;0.0;0.0;0.0;75.5079006772009;0.0;0.0;4.625;0.0;0.0;0.03125;0.03125;0.006597103125;0.0;GK;16.0;16.0;31.0;17.0;37.0;7.0;9.0;49.0;50.0;17.0;21.0;46.0;92.0;17.0
Andrea Consigli;3330;35.567567567567565;0.0;0.0;0.0;72.49240121580547;0.027027027027027;0.027027027027027;5.216216216216217;0.0;0.0;0.054054054054054;0.0;0.0;0.0;GK;36.0;16.0;31.0;17.0;27.0;14.0;17.0;63.0;50.0;8.0;8.0;46.0;92.0;10.0
Antonio Mirante;2970;33.666666666666664;0.0;0.0;0.0;62.82628262826283;0.0909090909090909;0.0909090909090909;5.727272727272727;0.0;0.0;0.0303030303030303;0.0;0.0;0.0;GK;31.0;16.0;31.0;17.0;8.0;17.0;21.0;73.0;50.0;8.0;8.0;46.0;92.0;18.0
